   12   13     1.7269E-23     8.4000E-10     -1.9283419276914264E+00     -8.8937598431399412E-01      1.3147296545173863E+00      1.5789340898265216E+00      8.9441232367365641E-17      1.5141935848576038E+00     -1.3147296545184681E+00      1.5789340898230595E+00     -8.3533281619108968E-01     -8.9867698792246775E-01     -5.5446070404496063E-16     -2.8747077875662885E+00      8.3533281816948357E-01     -8.9867698814383568E-01
   12   14     1.5486E-23     1.4870E-09     -2.1963554588961973E-01     -1.8403791842161272E+00      1.3147296544852398E+00      1.5789340903740983E+00      9.7350281959420497E-17      1.5141935850097878E+00     -1.3147296545938794E+00      1.5789340896064927E+00     -8.3533281756143507E-01     -8.9867698656419504E-01     -5.2907759951871325E-16     -2.8747077884123460E+00      8.3533281774187296E-01     -8.9867698818824138E-01
   12   15     2.7323E-25     1.1565E-09      3.9539107711211941E-11     -4.2281508854952961E+00      1.3147296545550149E+00      1.5789340900047433E+00      8.8078826534713775E-17      1.5141935850177599E+00     -1.3147296545549103E+00      1.5789340900053324E+00     -8.3533281758203615E-01     -8.9867698742695179E-01     -5.2670023361907731E-16     -2.8747077859613368E+00      8.3533281757656908E-01     -8.9867698742617919E-01
   12   16     3.5511E-21     8.5093E-10      6.5115890051692626E-01      1.5419755113557023E+00      1.3147296561343869E+00      1.5789340893293564E+00      8.8078826534713775E-17      1.5141935842133099E+00     -1.3147296542526952E+00      1.5789340891035553E+00     -8.3533281765626355E-01     -8.9867698785246963E-01     -5.2756338013297446E-16     -2.8747077874652036E+00      8.3533281719259145E-01     -8.9867698888530612E-01
   12   17     3.4975E-21     8.4686E-10     -6.5115890051979819E-01      1.5419755113559102E+00      1.3147296542526639E+00      1.5789340891032619E+00      9.7350281959420497E-17      1.5141935842133099E+00     -1.3147296561344182E+00      1.5789340893296497E+00     -8.3533281719644403E-01     -8.9867698888162084E-01     -5.2854554728017858E-16     -2.8747077874652036E+00      8.3533281765241096E-01     -8.9867698785615502E-01
   13    1     6.4317E-24     8.4026E-10      8.5387874316727549E-11     -3.5330890409398719E+00      8.1339994968600793E-01      2.1882531005375574E+00      2.5266548054127757E-17      4.1264767250616063E-01     -8.1339994970496110E-01      2.1882531004933949E+00     -1.3143516417250978E+00     -1.6433282951035202E+00     -2.8849363889758283E-16     -1.5024972799126886E+00      1.3143516417396532E+00     -1.6433282950053594E+00
   13    2     1.9788E-23     5.9369E-10     -6.7750980937502061E-11     -4.8433316412711774E-01      8.1339994971788898E-01      2.1882531006399013E+00      2.5266548054127757E-17      4.1264767320729967E-01     -8.1339994970716245E-01      2.1882531006811026E+00     -1.3143516415929908E+00     -1.6433282964019229E+00     -2.8849706531776273E-16     -1.5024972810015764E+00      1.3143516415572374E+00     -1.6433282966580156E+00
   13    3     2.1411E-21     7.4802E-10      2.2676793704835663E+00     -1.7882913247726135E+00      8.1339994947155014E-01      2.1882531006043813E+00      2.4577934982943421E-17      4.1264767229441590E-01     -8.1339994978822927E-01      2.1882530999071359E+00     -1.3143516414728680E+00     -1.6433282953394910E+00     -2.8979491539451538E-16     -1.5024972803468957E+00      1.3143516410895959E+00     -1.6433282953487993E+00
   13    4     3.9649E-21     8.1361E-10      6.5332789303451899E-01     -1.5661125893371146E+00      8.1339994943884264E-01      2.1882531005049706E+00      2.5238063283767451E-17      4.1264767223576987E-01     -8.1339994977406405E-01      2.1882530998555700E+00     -1.3143516413677425E+00     -1.6433282951296009E+00     -2.8979491539451538E-16     -1.5024972802502461E+00      1.3143516431757611E+00     -1.6433282956678954E+00
   13    5     5.4994E-26     9.3382E-10      6.5116686405128197E-13      3.8074188983794657E+00      8.1339994980453711E-01      2.1882530991437013E+00      2.5266548054127757E-17      4.1264767138662523E-01     -8.1339994980778685E-01      2.1882530991438092E+00     -1.3143516416527741E+00     -1.6433282962321227E+00     -2.8850060060900382E-16     -1.5024972810335655E+00      1.3143516416525269E+00     -1.6433282962334110E+00
   13    6     2.8891E-23     9.6153E-10     -1.8312287953838082E+00      2.4383142095455379E+00      8.1339995025641465E-01      2.1882530997447005E+00      2.6529875456834158E-17      4.1264767147456993E-01     -8.1339994850380559E-01      2.1882530994512965E+00     -1.3143516415958616E+00     -1.6433282961492706E+00     -2.7613667026188106E-16     -1.5024972809233712E+00      1.3143516416111749E+00     -1.6433282960537836E+00
   13    7     5.5102E-26     8.3405E-10     -2.5184020636116534E-12      2.1597472939311024E+00      8.1339995067370374E-01      2.1882530995322962E+00      2.5266548054127757E-17      4.1264767164131955E-01     -8.1339995067606496E-01      2.1882530995316571E+00     -1.3143516415832701E+00     -1.6433282960062583E+00     -2.8850060063369768E-16     -1.5024972808687795E+00      1.3143516415830221E+00     -1.6433282960075266E+00
   13    8     3.8152E-22     9.4456E-10      1.3899030056025303E+00      4.1987800420845428E-01      8.1339994908326085E-01      2.1882531017895803E+00      2.4003220651421381E-17      4.1264767192636226E-01     -8.1339995015705102E-01      2.1882530989893532E+00     -1.3143516416152778E+00     -1.6433282961429079E+00     -2.7597724359471594E-16     -1.5024972810155979E+00      1.3143516416575061E+00     -1.6433282959842128E+00
   13    9     3.7763E-22     8.8120E-10     -1.3899030056045480E+00      4.1987800420592175E-01      8.1339995015346556E-01      2.1882530989910909E+00      2.6529875456834158E-17      4.1264767192636231E-01     -8.1339994908684621E-01      2.1882531017878426E+00     -1.3143516416576753E+00     -1.6433282959834767E+00     -2.7602360946202594E-16     -1.5024972810155979E+00      1.3143516416151084E+00     -1.6433282961436440E+00
   13   10     2.8819E-23     9.6293E-10      1.8312287953786361E+00      2.4383142095477708E+00      8.1339994850022013E-01      2.1882530994530343E+00      2.4003220651421381E-17      4.1264767147456999E-01     -8.1339995026000012E-01      2.1882530997429623E+00     -1.3143516416113441E+00     -1.6433282960530475E+00     -2.7589041672182038E-16     -1.5024972809233712E+00      1.3143516415956924E+00     -1.6433282961500064E+00
   13   11     3.9065E-21     8.1079E-10     -6.5332789303745231E-01     -1.5661125893370476E+00      8.1339994977047869E-01      2.1882530998573078E+00      2.5296228832557776E-17      4.1264767223576987E-01     -8.1339994944242811E-01      2.1882531005032324E+00     -1.3143516431759303E+00     -1.6433282956671595E+00     -2.6219539964265680E-16     -1.5024972802502461E+00      1.3143516413675731E+00     -1.6433282951303367E+00
   13   12     5.5299E-26     5.1895E-10     -2.2909938147634237E-11      1.3867777335583138E+00      8.1339994984123276E-01      2.1882531005989216E+00      2.5266548054127757E-17      4.1264767101182648E-01     -8.1339994984432507E-01      2.1882531006000003E+00     -1.3143516416162959E+00     -1.6433282962935185E+00     -2.8849916828437855E-16     -1.5024972810265693E+00      1.3143516416160266E+00     -1.6433282962949831E+00
   13   13     2.3131E-22     1.1879E-09      1.5896200632554489E-01      1.3596548590217750E+00      8.1339994984251685E-01      2.1882531010452473E+00      2.4003220651421381E-17      4.1264767099721467E-01     -8.1339994978491603E-01      2.1882531002127128E+00     -1.3143516416355461E+00     -1.6433282961808338E+00     -2.7588937412019018E-16     -1.5024972810303918E+00      1.3143516415971579E+00     -1.6433282964211480E+00
   13   14     2.0983E-21     7.4881E-10     -2.2676793704861185E+00     -1.7882913247719376E+00      8.1339994978464369E-01      2.1882530999088736E+00      2.5963539758324759E-17      4.1264767229441585E-01     -8.1339994947513561E-01      2.1882531006026431E+00     -1.3143516410897651E+00     -1.6433282953480637E+00     -2.6219539964265680E-16     -1.5024972803468957E+00      1.3143516414726988E+00     -1.6433282953402266E+00
   13   15     2.3115E-22     1.1587E-09     -1.5896200632209315E-01      1.3596548590237967E+00      8.1339994978133057E-01      2.1882531002144505E+00      2.6529875456834158E-17      4.1264767099721461E-01     -8.1339994984610231E-01      2.1882531010435096E+00     -1.3143516415973271E+00     -1.6433282964204119E+00     -2.7611394192998419E-16     -1.5024972810303920E+00      1.3143516416353767E+00     -1.6433282961815698E+00
   14    1     4.9260E-22     1.6964E-09     -5.7040002735083017E-01     -4.5914549055229017E+00      4.1487996254948131E-17      6.4530740496843264E-01      1.2199187689398714E-16      1.9819119128789173E+00      2.1528880620151176E-16      3.5103091300081841E+00     -1.1587128159140296E-16     -6.4530740365573236E-01     -3.5821521253718331E-16     -1.9819119114596053E+00     -6.4236739217130375E-16     -3.5103091282161816E+00
   14    2     1.2961E-21     2.7591E-10      1.4973069582451124E+00      3.8404254215010218E-12      3.7536758516381647E-17      6.4530740447333435E-01      1.1528544125217405E-16      1.9819119125958915E+00      2.2161592959768363E-16      3.5103091298691496E+00     -1.2240098301799471E-16     -6.4530740449736057E-01     -3.6644539391099168E-16     -1.9819119126188109E+00     -6.4308491133836770E-16     -3.5103091298896425E+00
   14    3     1.2961E-21     2.7591E-10     -1.4973069582471128E+00      3.8428187027840113E-12      4.1487996254948131E-17      6.4530740447333435E-01      1.2742075085766604E-16      1.9819119125958915E+00      2.0825875068291662E-16      3.5103091298691496E+00     -1.1467327715137130E-16     -6.4530740449736057E-01     -3.6167317668959815E-16     -1.9819119126188109E+00     -6.4653914517328997E-16     -3.5103091298896425E+00
   14    4     2.0562E-27     5.6629E-10      1.0091746669360627E-13     -1.3094282664284056E+00      4.1487996254948131E-17      6.4530740509857831E-01      1.1728075164448697E-16      1.9819119129226208E+00      2.0419047607999008E-16      3.5103091299766378E+00     -1.1261027555333765E-16     -6.4530740334608905E-01     -3.4585632376052161E-16     -1.9819119132534815E+00     -6.1257212176861917E-16     -3.5103091301562768E+00
   14    5     4.9260E-22     1.6839E-09      5.7040002736464079E-01      4.5914549054922214E+00      3.9313037984292137E-17      6.4530740363170580E-01      1.1528544125217405E-16      1.9819119114366857E+00      2.0419047607999008E-16      3.5103091281956882E+00     -1.1261027555333765E-16     -6.4530740499245920E-01     -3.5551336087318212E-16     -1.9819119129018372E+00     -6.5078524532947460E-16     -3.5103091300286779E+00
   14    6     4.9260E-22     1.6961E-09     -5.7040002736663842E-01      4.5914549054922222E+00      3.9711728032908519E-17      6.4530740363170580E-01      1.2742075085766604E-16      1.9819119114366857E+00      2.2568421040419959E-16      3.5103091281956882E+00     -1.2446398876947846E-16     -6.4530740499245920E-01     -3.7260519157446582E-16     -1.9819119129018372E+00     -6.3883879731729633E-16     -3.5103091300286779E+00
   14    7     4.9260E-22     1.7480E-09      5.7040002734882322E-01     -4.5914549055229052E+00      3.7536758516381647E-17      6.4530740496843264E-01      1.2071430965196081E-16      1.9819119128789173E+00      2.1458584114117598E-16      3.5103091300081841E+00     -1.2120297971874304E-16     -6.4530740365573236E-01     -3.6990335290618472E-16     -1.9819119114596053E+00     -6.4725666291893030E-16     -3.5103091282161816E+00
   14    8     1.6135E-26     8.1636E-10     -4.4753902864517238E-13      2.7319902820235780E+00      4.1487996254948131E-17      6.4530740350581450E-01      1.1728068959732403E-16      1.9819119111537813E+00      2.0419047607999008E-16      3.5103091304952994E+00     -1.1261027555333765E-16     -6.4530740505308970E-01     -3.4585632376052161E-16     -1.9819119129120846E+00     -6.1257371368167926E-16     -3.5103091299891522E+00
   14    9     4.4888E-33     1.3347E-09      2.2084653696047937E-14     -4.7623095498176804E+00      4.1487996254948131E-17      6.4530740498536310E-01      1.1728062735751118E-16      1.9819119128930578E+00      2.0419047607999008E-16      3.5103091300203366E+00     -1.1261027555333765E-16     -6.4530740363420014E-01     -3.4585632376052161E-16     -1.9819119114282540E+00     -6.1257359371209736E-16     -3.5103091281414338E+00
   14   10     7.1614E-32     8.1634E-10     -1.4406262119169357E-15     -2.7319902820479247E+00      4.1487996254948131E-17      6.4530740502906292E-01      1.1728074280985411E-16      1.9819119128891645E+00      2.0419047607999008E-16      3.5103091299686584E+00     -1.1261027555333765E-16     -6.4530740352984128E-01     -3.4585632376052161E-16     -1.9819119111767012E+00     -6.1257424864063325E-16     -3.5103091305157927E+00
   14   11     3.6080E-33     5.6630E-10      8.4143785006180621E-17      1.3094282664023111E+00      4.1487996254948131E-17      6.4530740332206282E-01      1.1728063671929088E-16      1.9819119132305620E+00      2.0419047607999008E-16      3.5103091301357838E+00     -1.1261027555333765E-16     -6.4530740512260454E-01     -3.4585632376052161E-16     -1.9819119129455403E+00     -6.1257455707583697E-16     -3.5103091299971307E+00
   14   12     3.2637E-24     1.3481E-09     -5.5341335500227848E-10      4.7623095497971732E+00      4.1487996254948131E-17      6.4530740361017358E-01      1.1728060559691203E-16      1.9819119114053341E+00      2.0419047607999008E-16      3.5103091281209404E+00     -1.1261027555333765E-16     -6.4530740500938955E-01     -3.4585632376052161E-16     -1.9819119129159775E+00     -6.1257330298314369E-16     -3.5103091300408296E+00
   14   13     1.0197E-32     4.6351E-10     -4.4736893014600179E-17     -1.3322445611868953E-11      4.1487996254948131E-17      6.4530740528623598E-01      1.1847490046092863E-16      1.9819119130002503E+00      2.0419047607999008E-16      3.5103091300236362E+00     -1.1261027555333765E-16     -6.4530740531026287E-01     -3.4585632376052161E-16     -1.9819119130231702E+00     -6.1257225596803094E-16     -3.5103091300441300E+00
   15    1     2.2585E-27     6.5923E-10      1.3997795423987840E-12     -3.1538883228819472E+00      7.4914209089466779E-17      1.1652212254513221E+00      1.7164484244546632E-16      2.8171276904405014E+00     -1.6525227444047035E+00     -1.0370411628144278E+00     -5.2851567990290349E-01     -9.5413329356311760E-01      5.2851567989114068E-01     -9.5413329356227383E-01      1.6525227443945478E+00     -1.0370411628128637E+00
   15    2     1.5697E-21     1.1441E-09      1.2395844050653666E+00      1.6737198658414669E+00      6.7779522509517571E-17      1.1652212247064857E+00      1.7292219181421076E-16      2.8171276901096496E+00     -1.6525227444193562E+00     -1.0370411635881673E+00     -5.2851567996640447E-01     -9.5413329441906969E-01      5.2851567977153890E-01     -9.5413329454461782E-01      1.6525227442296131E+00     -1.0370411639527481E+00
   15    3     1.6807E-21     1.1846E-09      9.2510021223758576E-01      3.5309227287097733E+00      7.1346865799492138E-17      1.1652212242658049E+00      1.6546458186110845E-16      2.8171276889321466E+00     -1.6525227443512795E+00     -1.0370411637816466E+00     -5.2851567990675941E-01     -9.5413329449697404E-01      5.2851567983489034E-01     -9.5413329454526496E-01      1.6525227442766923E+00     -1.0370411639197366E+00
   15    4     4.9996E-25     8.9977E-10      2.5211547841868773E+00     -1.1146161388042675E+00      7.4914209089466779E-17      1.1652212251731793E+00      1.7141162055876459E-16      2.8171276900430273E+00     -1.6525227445841495E+00     -1.0370411632102128E+00     -5.2851568032957497E-01     -9.5413329394705904E-01      5.2851567916293452E-01     -9.5413329388650037E-01      1.6525227431945195E+00     -1.0370411630725662E+00
   15    5     3.7494E-25     8.9994E-10     -2.5211547841977842E+00     -1.1146161388058369E+00      6.7779522509517571E-17      1.1652212251731793E+00      1.7360904199015925E-16      2.8171276900430273E+00     -1.6525227432046752E+00     -1.0370411630741301E+00     -5.2851567917469722E-01     -9.5413329388734425E-01      5.2851568031781226E-01     -9.5413329394621527E-01      1.6525227445739941E+00     -1.0370411632086489E+00
   15    6     2.2695E-27     1.0774E-09      4.3424937577803328E-13      4.0861778852467863E+00      7.4914209089466779E-17      1.1652212241598165E+00      1.7164484244080240E-16      2.8171276886452223E+00     -1.6525227443254176E+00     -1.0370411638971411E+00     -5.2851567987981685E-01     -9.5413329455704776E-01      5.2851567986805525E-01     -9.5413329455620266E-01      1.6525227443152632E+00     -1.0370411638955732E+00
   15    7     1.5772E-21     7.7163E-10     -1.2395844050663680E+00      1.6737198658450430E+00      7.4914209089466779E-17      1.1652212247064857E+00      1.7206391596964881E-16      2.8171276901096496E+00     -1.6525227442397690E+00     -1.0370411639543122E+00     -5.2851567978330183E-01     -9.5413329454546170E-01      5.2851567995464155E-01     -9.5413329441822570E-01      1.6525227444092006E+00     -1.0370411635866030E+00
   15    8     5.0352E-27     5.2454E-10     -1.5611543835052041E-12      2.3582575045350943E-01      7.4914209089466779E-17      1.1652212261496646E+00      1.7164484863899231E-16      2.8171276907530749E+00     -1.6525227443053536E+00     -1.0370411639917714E+00     -5.2851567988962589E-01     -9.5413329458479290E-01      5.2851567987773918E-01     -9.5413329458468854E-01      1.6525227442949746E+00     -1.0370411639920605E+00
   15    9     1.6841E-21     1.2285E-09     -9.2510021224024241E-01      3.5309227287086857E+00      7.1346865799492212E-17      1.1652212242658049E+00      1.7955141510480581E-16      2.8171276889321466E+00     -1.6525227442868480E+00     -1.0370411639213006E+00     -5.2851567984665315E-01     -9.5413329454610885E-01      5.2851567989499659E-01     -9.5413329449613027E-01      1.6525227443411239E+00     -1.0370411637800825E+00
   15   10     7.1470E-24     5.9989E-10     -1.0832763286346541E+00     -9.9328495109684833E-01      6.7779522509517571E-17      1.1652212251163050E+00      1.7397790895536939E-16      2.8171276899466924E+00     -1.6525227448878663E+00     -1.0370411631968817E+00     -5.2851567897897611E-01     -9.5413329383936729E-01      5.2851568038922514E-01     -9.5413329389487800E-01      1.6525227445877080E+00     -1.0370411631533329E+00
   15   11     2.6912E-27     6.4101E-10     -2.2925947416719904E-13      1.9829237055281168E+00      7.4914209089466779E-17      1.1652212238851671E+00      1.7164484935096228E-16      2.8171276911098939E+00     -1.6525227442977206E+00     -1.0370411639269961E+00     -5.2851567987322812E-01     -9.5413329457048557E-01      5.2851567986143955E-01     -9.5413329456968854E-01      1.6525227442875319E+00     -1.0370411639255623E+00
   15   12     7.6514E-24     5.9976E-10      1.0832763286210729E+00     -9.9328495109543502E-01      7.4914209089466779E-17      1.1652212251163050E+00      1.7102754645493663E-16      2.8171276899466924E+00     -1.6525227445978634E+00     -1.0370411631548968E+00     -5.2851568040098795E-01     -9.5413329389572188E-01      5.2851567896721341E-01     -9.5413329383852352E-01      1.6525227448777107E+00     -1.0370411631953176E+00
   15   13     5.1103E-24     5.3034E-10      1.6542331106443349E-11     -9.5039361692493418E-01      7.4914209089466779E-17      1.1652212250569975E+00      1.7164485069966963E-16      2.8171276899004285E+00     -1.6525227446460413E+00     -1.0370411631199146E+00     -5.2851568054228271E-01     -9.5413329388899082E-01      5.2851568057902509E-01     -9.5413329389033374E-01      1.6525227446801598E+00     -1.0370411631225409E+00
   16    1     5.5538E-22     1.1965E-09      1.5727672329697211E+00      1.0772591933643432E+00      8.5378885641217217E-01      0.0000000000000000E+00      8.0220367931741965E-01      2.2300908419377126E+00     -8.0220367969153117E-01      2.2300908432819129E+00     -8.5378885822062844E-01      1.0978330228441752E-16     -8.0220367929312919E-01     -2.2300908434533970E+00      8.0220367989530916E-01     -2.2300908402300736E+00
   16    2     1.7397E-22     9.0516E-10     -1.8654538060487860E+00     -2.4482132214569625E+00      8.5378885735973020E-01      0.0000000000000000E+00      8.0220367959678285E-01      2.2300908416801541E+00     -8.0220367955471161E-01      2.2300908419055072E+00     -8.5378885753058931E-01      1.0978330228441752E-16     -8.0220367834404605E-01     -2.2300908417198544E+00      8.0220368033066747E-01     -2.2300908418782881E+00
   16    3     2.9033E-22     6.6467E-10     -3.9342384241873010E-13     -3.9074516181106023E+00      8.5378885748584443E-01      0.0000000000000000E+00      8.0220367960518724E-01      2.2300908418380598E+00     -8.0220367960813210E-01      2.2300908418367196E+00     -8.5378885748757793E-01      1.0978330228441752E-16     -8.0220367971020912E-01     -2.2300908414791429E+00      8.0220367970726336E-01     -2.2300908414804299E+00
   16    4     1.4441E-21     2.0800E-09      9.0029961453102392E-01      1.0997737080386707E+00      8.5378885637816870E-01      0.0000000000000000E+00      8.0220367965636707E-01      2.2300908416913430E+00     -8.0220367948671911E-01      2.2300908445432368E+00     -8.5378885848860064E-01      1.0978330228441752E-16     -8.0220367907393875E-01     -2.2300908448069929E+00      8.0220368010680265E-01     -2.2300908386432363E+00
   16    5     1.7397E-22     8.9910E-10      1.8654538060440233E+00     -2.4482132214592682E+00      8.5378885752893163E-01      0.0000000000000000E+00      8.0220367955173033E-01      2.2300908419070788E+00     -8.0220367959976413E-01      2.2300908416785825E+00     -8.5378885736138788E-01      1.0978330228441752E-16     -8.0220368033364875E-01     -2.2300908418767151E+00      8.0220367834106476E-01     -2.2300908417214269E+00
   16    6     5.5538E-22     1.2878E-09     -1.5727672329745075E+00      1.0772591933629527E+00      8.5378885821897077E-01      0.0000000000000000E+00      8.0220367968854978E-01      2.2300908432834849E+00     -8.0220367932040093E-01      2.2300908419361405E+00     -8.5378885641382984E-01      9.9327749685901573E-17     -8.0220367989829056E-01     -2.2300908402285007E+00      8.0220367929014769E-01     -2.2300908434549700E+00
   16    7     1.7891E-22     8.9803E-10     -1.8654538060480719E+00      2.4482132214573959E+00      8.5378885735973020E-01      0.0000000000000000E+00      8.0220368033059231E-01      2.2300908418782410E+00     -8.0220367834397088E-01      2.2300908417198082E+00     -8.5378885753058931E-01      9.9327749685901573E-17     -8.0220367955478677E-01     -2.2300908419055534E+00      8.0220367959685801E-01     -2.2300908416802012E+00
   16    8     9.5161E-27     8.4513E-10      1.9835107126490235E+00      2.0379889567636843E-12      8.5378885615762712E-01      0.0000000000000000E+00      8.0220367956997030E-01      2.2300908424614212E+00     -8.0220367959259431E-01      2.2300908417349619E+00     -8.5378885810311422E-01      9.9327749685901573E-17     -8.0220367959285177E-01     -2.2300908417344649E+00      8.0220367956983174E-01     -2.2300908424622605E+00
   16    9     9.6658E-27     8.4524E-10     -1.9835107126525715E+00      2.1425608368950880E-12      8.5378885810145677E-01      0.0000000000000000E+00      8.0220367958960459E-01      2.2300908417365588E+00     -8.0220367957296146E-01      2.2300908424598127E+00     -8.5378885615928457E-01      9.9327749685901573E-17     -8.0220367957280347E-01     -2.2300908424607240E+00      8.0220367958987859E-01     -2.2300908417360130E+00
   16   10     3.4515E-22     4.6810E-10      1.6728375777073426E-13      1.0611216709429900E+00      8.5378885764716583E-01      0.0000000000000000E+00      8.0220367971745632E-01      2.2300908429522925E+00     -8.0220367972068674E-01      2.2300908429489752E+00     -8.5378885764833756E-01      9.9327749685901573E-17     -8.0220367958727212E-01     -2.2300908417576770E+00      8.0220367958405636E-01     -2.2300908417607106E+00
   16   11     1.7891E-22     9.0425E-10      1.8654538060433092E+00      2.4482132214597012E+00      8.5378885752893185E-01      0.0000000000000000E+00      8.0220367834098949E-01      2.2300908417213807E+00     -8.0220368033357370E-01      2.2300908418766690E+00     -8.5378885736138777E-01      9.9327749685901573E-17     -8.0220367959983940E-01     -2.2300908416786278E+00      8.0220367955180538E-01     -2.2300908419071264E+00
   16   12     1.4363E-21     2.0105E-09      9.0029961453103291E-01     -1.0997737080416876E+00      8.5378885637816881E-01      0.0000000000000000E+00      8.0220368010672749E-01      2.2300908386431897E+00     -8.0220367907386370E-01      2.2300908448069467E+00     -8.5378885848860053E-01      9.9327749685901573E-17     -8.0220367948679427E-01     -2.2300908445432830E+00      8.0220367965644213E-01     -2.2300908416913896E+00
   16   13     1.4441E-21     2.0102E-09     -9.0029961453397656E-01      1.0997737080378391E+00      8.5378885848694286E-01      0.0000000000000000E+00      8.0220367948373783E-01      2.2300908445448089E+00     -8.0220367965934836E-01      2.2300908416897709E+00     -8.5378885637982649E-01      9.9327749685901573E-17     -8.0220368010978405E-01     -2.2300908386416638E+00      8.0220367907095735E-01     -2.2300908448085659E+00
   16   14     5.5014E-22     1.1647E-09      1.5727672329693285E+00     -1.0772591933678679E+00      8.5378885641217217E-01      0.0000000000000000E+00      8.0220367989523411E-01      2.2300908402300270E+00     -8.0220367929305392E-01      2.2300908434533508E+00     -8.5378885822062844E-01      9.9327749685901573E-17     -8.0220367969160633E-01     -2.2300908432819591E+00      8.0220367931749470E-01     -2.2300908419377592E+00
   16   15     5.5014E-22     1.1702E-09     -1.5727672329741158E+00     -1.0772591933664764E+00      8.5378885821897077E-01      0.0000000000000000E+00      8.0220367929007264E-01      2.2300908434549234E+00     -8.0220367989821539E-01      2.2300908402284549E+00     -8.5378885641382984E-01      1.0978330228441752E-16     -8.0220367932047620E-01     -2.2300908419361862E+00      8.0220367968862494E-01     -2.2300908432835320E+00
   16   16     1.4966E-22     6.8003E-10     -2.8113794095907417E-12      2.2223969618853392E+00      8.5378885737867727E-01      0.0000000000000000E+00      8.0220368062670888E-01      2.2300908417915215E+00     -8.0220368062971936E-01      2.2300908417898824E+00     -8.5378885738030763E-01      9.9327749685901573E-17     -8.0220367956459981E-01     -2.2300908417701288E+00      8.0220367956160787E-01     -2.2300908417717644E+00
   16   17     3.3823E-22     4.6387E-10      2.1419153381780131E-13     -1.0611216709467146E+00      8.5378885764717372E-01      0.0000000000000000E+00      8.0220367958397742E-01      2.2300908417606875E+00     -8.0220367958720085E-01      2.2300908417576073E+00     -8.5378885764832968E-01      1.0978330228441752E-16     -8.0220367972076589E-01     -2.2300908429489930E+00      8.0220367971752748E-01     -2.2300908429523676E+00
   16   18     2.9673E-22     6.6319E-10     -1.1991439640219551E-12      3.9074516181081176E+00      8.5378885748607058E-01      0.0000000000000000E+00      8.0220367970708129E-01      2.2300908414812377E+00     -8.0220367971024087E-01      2.2300908414782419E+00     -8.5378885748735167E-01      9.9327749685901573E-17     -8.0220367960831651E-01     -2.2300908418360721E+00      8.0220367960515315E-01     -2.2300908418388006E+00
   16   19     1.4513E-22     6.8071E-10     -2.8063711374553130E-12     -2.2223969618851243E+00      8.5378885737867205E-01      0.0000000000000000E+00      8.0220367956153471E-01      2.2300908417717054E+00     -8.0220367956452254E-01      2.2300908417700946E+00     -8.5378885738031285E-01      1.0978330228441752E-16     -8.0220368062978908E-01     -2.2300908417899414E+00      8.0220368062678948E-01     -2.2300908417915557E+00
   16   20     1.5618E-26     5.6809E-10     -1.8398689899264719E-12      8.2696081058979824E-13      8.5378885852045916E-01      0.0000000000000000E+00      8.0220367952643257E-01      2.2300908420106555E+00     -8.0220367952962524E-01      2.2300908420080079E+00     -8.5378885852161568E-01      9.9327749685901573E-17     -8.0220367952970661E-01     -2.2300908420090231E+00      8.0220367952651395E-01     -2.2300908420116716E+00
   16   21     1.4363E-21     2.0100E-09     -9.0029961453398555E-01     -1.0997737080408561E+00      8.5378885848694286E-01      0.0000000000000000E+00      8.0220367907088219E-01      2.2300908448085188E+00     -8.0220368010970899E-01      2.2300908386416176E+00     -8.5378885637982649E-01      1.0978330228441752E-16     -8.0220367965942352E-01     -2.2300908416898171E+00      8.0220367948381288E-01     -2.2300908445448555E+00
   17    1     4.2238E-21     7.8136E-10     -6.2751800535630831E-01     -1.3986407275376860E+00      1.2677032704151736E+00      1.4223094949779382E+00      8.8572259551754864E-17      1.3809154624025022E+00     -1.2677032703403859E+00      1.4223094959168376E+00     -1.2677032720172221E+00     -1.4223094953663540E+00     -2.4097859354171492E-16     -1.3809154619115525E+00      1.2677032701976807E+00     -1.4223094946286532E+00
   17    2     1.6866E-24     3.5874E-10      3.8880589492873605E-10     -8.5300561256493363E-12      1.2677032705158584E+00      1.4223094959822387E+00      8.0326197847108164E-17      1.3809154626198572E+00     -1.2677032705211291E+00      1.4223094958977021E+00     -1.2677032705213642E+00     -1.4223094959117397E+00     -2.5788889153261311E-16     -1.3809154626345745E+00      1.2677032705160933E+00     -1.4223094959962759E+00
   17    3     2.4112E-21     6.3245E-10     -2.2108394759455856E+00     -1.5109441689368401E+00      1.2677032704416200E+00      1.4223094951466311E+00      8.8484825994150743E-17      1.3809154624434787E+00     -1.2677032703880939E+00      1.4223094958675082E+00     -1.2677032699446580E+00     -1.4223094952151720E+00     -2.4097859354171492E-16     -1.3809154619586661E+00      1.2677032703156432E+00     -1.4223094947807589E+00
   17    4     1.3887E-25     7.3375E-10     -3.2793508543149140E-13      3.3631968311245184E+00      1.2677032705620703E+00      1.4223094945795942E+00      8.0326197847108164E-17      1.3809154615809369E+00     -1.2677032705623830E+00      1.4223094945745016E+00     -1.2677032705080100E+00     -1.4223094957247375E+00     -2.5788873832358781E-16     -1.3809154626506275E+00      1.2677032705076565E+00     -1.4223094957307869E+00
