    5    9     3.5802E-23     7.4201E-11     -9.8870108938405676E-01     -5.7082684017663554E-01      1.2909944487291218E+00      0.0000000000000000E+00      6.4549722435543100E-01      1.1180339887222539E+00     -6.4549722434074308E-01      1.1180339886752468E+00     -1.2909944487726679E+00      1.3931535981100636E-12     -6.4549722428139300E-01     -1.1180339888695310E+00      6.4549722439675938E-01     -1.1180339886971566E+00
    5   10     1.4512E-25     2.1640E-09      2.2170012475856775E+00      1.3177555362930577E-12      1.2909944507885196E+00      0.0000000000000000E+00      6.4549722320531278E-01      1.1180339868214355E+00     -6.4549722553886935E-01      1.1180339907546653E+00     -1.2909944463532088E+00      1.2604723030519623E-12     -6.4549722554025690E-01     -1.1180339907541206E+00      6.4549722320444036E-01     -1.1180339868220721E+00
    5   11     1.3545E-23     2.1651E-09      1.1085006237471848E+00      1.9199794006700954E+00      1.2909944464835759E+00      0.0000000000000000E+00      6.4549722537682819E-01      1.1180339905531427E+00     -6.4549722328985504E-01      1.1180339867891791E+00     -1.2909944510584785E+00      1.2604723030519623E-12     -6.4549722316853997E-01     -1.1180339866756814E+00      6.4549722553325706E-01     -1.1180339907415462E+00
    5   12     8.4684E-24     2.1652E-09      1.1085006237470665E+00     -1.9199794006725637E+00      1.2909944464835748E+00      0.0000000000000000E+00      6.4549722553413957E-01      1.1180339907408789E+00     -6.4549722316712299E-01      1.1180339866763382E+00     -1.2909944510584801E+00      1.3931535981100636E-12     -6.4549722329127068E-01     -1.1180339867885196E+00      6.4549722537594700E-01     -1.1180339905538121E+00
    5   13     1.9271E-23     5.6775E-11      2.8645709342913380E-12      2.0555670048104533E+00      1.2909944487673144E+00      0.0000000000000000E+00      6.4549722435540624E-01      1.1180339886751074E+00     -6.4549722436051205E-01      1.1180339886783526E+00     -1.2909944487672866E+00      1.2604723030519623E-12     -6.4549722435487911E-01     -1.1180339887093518E+00      6.4549722434759471E-01     -1.1180339887073725E+00
    5   14     1.2211E-23     6.4391E-11     -1.7801732453259467E+00      1.0277835024303408E+00      1.2909944487049438E+00      0.0000000000000000E+00      6.4549722442076329E-01      1.1180339887683435E+00     -6.4549722427383160E-01      1.1180339887223785E+00     -1.2909944486540312E+00      1.2604723030519623E-12     -6.4549722437733736E-01     -1.1180339887682151E+00      6.4549722434514800E-01     -1.1180339887148001E+00
    5   15     3.5802E-23     7.6838E-11      9.8870108937868706E-01     -5.7082684017904406E-01      1.2909944487691101E+00      0.0000000000000000E+00      6.4549722433754742E-01      1.1180339886750437E+00     -6.4549722435862655E-01      1.1180339887224571E+00     -1.2909944487326799E+00      1.3931535981100636E-12     -6.4549722440236779E-01     -1.1180339886959665E+00      6.4549722427578460E-01     -1.1180339888707211E+00
    5   16     4.5613E-23     7.3778E-11     -9.8870108938471990E-01      5.7082684017617702E-01      1.2909944487291183E+00      0.0000000000000000E+00      6.4549722439764301E-01      1.1180339886964914E+00     -6.4549722427997491E-01      1.1180339888701862E+00     -1.2909944487726719E+00      1.2604723030519623E-12     -6.4549722434215739E-01     -1.1180339886745851E+00      6.4549722435455104E-01     -1.1180339887229258E+00
    5   17     7.4202E-24     2.0606E-10     -1.7801732453264913E+00     -1.0277835024309161E+00      1.2909944487049461E+00      0.0000000000000000E+00      6.4549722434602852E-01      1.1180339887141297E+00     -6.4549722437592227E-01      1.1180339887688755E+00     -1.2909944486540288E+00      1.3931535981100636E-12     -6.4549722427524914E-01     -1.1180339887217223E+00      6.4549722441988033E-01     -1.1180339887690098E+00
    5   18     4.5614E-23     8.8926E-11      9.8870108938052204E-01      5.7082684017655516E-01      1.2909944487691083E+00      0.0000000000000000E+00      6.4549722427666723E-01      1.1180339888700541E+00     -6.4549722440095070E-01      1.1180339886966235E+00     -1.2909944487326817E+00      1.2604723030519623E-12     -6.4549722436004187E-01     -1.1180339887217972E+00      6.4549722433666668E-01     -1.1180339886757138E+00
    5   19     1.2210E-23     6.4652E-11      1.7801732453216916E+00      1.0277835024281452E+00      1.2909944486504716E+00      0.0000000000000000E+00      6.4549722427052181E-01      1.1180339887222430E+00     -6.4549722442407309E-01      1.1180339887684789E+00     -1.2909944487085032E+00      1.2604723030519623E-12     -6.4549722435064094E-01     -1.1180339887136754E+00      6.4549722437184431E-01     -1.1180339887693400E+00
    6    1     8.8906E-30     8.9882E-11      1.6302147326080456E+00     -1.2379458460844848E+00      1.4969599991859321E+00      0.0000000000000000E+00      4.5539494072364234E-01      6.7484380166399360E-01     -5.6018575750919553E-01      1.3881934866280901E+00     -1.2335166671370030E+00      1.3497450231194241E-01     -7.4542116244539824E-01     -1.1046298631369911E+00      5.8676864700810638E-01     -1.0933819273524870E+00
    6    2     8.8096E-30     8.9687E-11      1.0357938176458532E+00     -5.5870499138324059E-01      1.4969599992002882E+00      0.0000000000000000E+00      4.5539494080272835E-01      6.7484380178894265E-01     -5.6018575758347167E-01      1.3881934865587682E+00     -1.2335166671148348E+00      1.3497450227922822E-01     -7.4542116242674117E-01     -1.1046298631122757E+00      5.8676864700755693E-01     -1.0933819274680392E+00
    6    3     8.9203E-30     6.4414E-11     -4.8367565193811031E-02      1.0202546812062823E+00      1.4969599992345390E+00      0.0000000000000000E+00      4.5539494073225012E-01      6.7484380155143742E-01     -5.6018575761268097E-01      1.3881934866478944E+00     -1.2335166671435369E+00      1.3497450224564006E-01     -7.4542116234738098E-01     -1.1046298631496492E+00      5.8676864713075194E-01     -1.0933819274065948E+00
    6    4     8.8907E-30     5.5646E-11     -1.6395989195744920E-02     -2.0287656509882033E+00      1.4969599992077631E+00      0.0000000000000000E+00      4.5539494074326009E-01      6.7484380168663405E-01     -5.6018575751947564E-01      1.3881934866102785E+00     -1.2335166671623981E+00      1.3497450231039373E-01     -7.4542116238904665E-01     -1.1046298630815523E+00      5.8676864711064225E-01     -1.0933819273321241E+00
    6    5     8.8305E-30     1.0409E-10     -1.1690144268329926E-01     -1.7323471768581880E-01      1.4969599992186415E+00      0.0000000000000000E+00      4.5539494068632669E-01      6.7484380154097523E-01     -5.6018575741000165E-01      1.3881934866796921E+00     -1.2335166672205637E+00      1.3497450236200140E-01     -7.4542116240325496E-01     -1.1046298630932190E+00      5.8676864712964782E-01     -1.0933819274813728E+00
    6    6     8.8352E-30     6.9702E-11     -7.7055582813013515E-02     -1.1159428270170082E+00      1.4969599991784119E+00      0.0000000000000000E+00      4.5539494076960552E-01      6.7484380175175196E-01     -5.6018575756596356E-01      1.3881934865844814E+00     -1.2335166670987077E+00      1.3497450228676225E-01     -7.4542116247152668E-01     -1.1046298631432414E+00      5.8676864718499133E-01     -1.0933819273774064E+00
    6    7     8.8804E-30     1.1447E-10     -9.0572064392780371E-01      7.5145872490488730E-01      1.4969599991714186E+00      0.0000000000000000E+00      4.5539494077979803E-01      6.7484380180441639E-01     -5.6018575759427514E-01      1.3881934865855401E+00     -1.2335166671810953E+00      1.3497450208392725E-01     -7.4542116226004085E-01     -1.1046298632247675E+00      5.8676864716387200E-01     -1.0933819273335084E+00
    6    8     8.8571E-30     7.1121E-11      9.6422464530055108E-01      3.3694193754723695E-01      1.4969599992650002E+00      0.0000000000000000E+00      4.5539494058874819E-01      6.7484380164827451E-01     -5.6018575760128186E-01      1.3881934866196468E+00     -1.2335166671696520E+00      1.3497450222632743E-01     -7.4542116232902023E-01     -1.1046298631620395E+00      5.8676864713888877E-01     -1.0933819273751499E+00
    6    9     8.8580E-30     1.1575E-10     -1.2538753406464791E+00     -1.8581014544681393E+00      1.4969599991744760E+00      0.0000000000000000E+00      4.5539494075800957E-01      6.7484380173437453E-01     -5.6018575755976585E-01      1.3881934865716308E+00     -1.2335166672145574E+00      1.3497450228872429E-01     -7.4542116223409238E-01     -1.1046298629852305E+00      5.8676864719042354E-01     -1.0933819274329353E+00
    6   10     8.7503E-30     1.0231E-10     -1.8752234291104841E+00     -7.7440040418976475E-01      1.4969599991952380E+00      0.0000000000000000E+00      4.5539494074262071E-01      6.7484380168706593E-01     -5.6018575752416300E-01      1.3881934866218935E+00     -1.2335166670865425E+00      1.3497450229516961E-01     -7.4542116230367195E-01     -1.1046298631391647E+00      5.8676864715314636E-01     -1.0933819273967709E+00
    6   11     8.8340E-30     1.2823E-10      1.0761948266817685E+00      1.5947990268223988E+00      1.4969599991600704E+00      0.0000000000000000E+00      4.5539494073122583E-01      6.7484380178599201E-01     -5.6018575772855372E-01      1.3881934864879850E+00     -1.2335166671447180E+00      1.3497450213062206E-01     -7.4542116229140065E-01     -1.1046298632196137E+00      5.8676864715486166E-01     -1.0933819273537120E+00
    6   12     8.8510E-30     8.6117E-11     -9.1275135701717813E-01      2.1794059151608445E+00      1.4969599992248237E+00      0.0000000000000000E+00      4.5539494073053138E-01      6.7484380158507462E-01     -5.6018575747940491E-01      1.3881934864947354E+00     -1.2335166672018085E+00      1.3497450223951243E-01     -7.4542116233178557E-01     -1.1046298631378046E+00      5.8676864713802457E-01     -1.0933819274087044E+00
    6   13     8.8536E-30     2.7909E-10      2.3626198484658429E+00     -3.0864776072427914E-02      1.4969599990730951E+00      0.0000000000000000E+00      4.5539494065046326E-01      6.7484380163910584E-01     -5.6018575753618416E-01      1.3881934866354395E+00     -1.2335166671683540E+00      1.3497450228689595E-01     -7.4542116237277967E-01     -1.1046298631101414E+00      5.8676864710660304E-01     -1.0933819274574599E+00
    6   14     8.7787E-30     1.0789E-10     -2.1583623392298139E+00      2.8432076644894222E-01      1.4969599992132696E+00      0.0000000000000000E+00      4.5539494071403025E-01      6.7484380161067103E-01     -5.6018575747476529E-01      1.3881934866699177E+00     -1.2335166669784561E+00      1.3497450227440358E-01     -7.4542116238657696E-01     -1.1046298631991027E+00      5.8676864711744003E-01     -1.0933819273935683E+00
    6   15     8.8057E-30     1.2321E-10      1.0713553326946785E+00     -1.8951422207163329E+00      1.4969599992338127E+00      0.0000000000000000E+00      4.5539494071186781E-01      6.7484380161213053E-01     -5.6018575746707777E-01      1.3881934866508672E+00     -1.2335166671403157E+00      1.3497450233103572E-01     -7.4542116246066970E-01     -1.1046298631491038E+00      5.8676864700435238E-01     -1.0933819272646619E+00
    6   16     8.9058E-30     7.3354E-11     -1.0060249603526179E+00     -4.8906005271508463E-01      1.4969599991887119E+00      0.0000000000000000E+00      4.5539494076936188E-01      6.7484380175191661E-01     -5.6018575756210931E-01      1.3881934865749297E+00     -1.2335166671611151E+00      1.3497450230369318E-01     -7.4542116229107824E-01     -1.1046298632650107E+00      5.8676864714593668E-01     -1.0933819273258691E+00
    6   17     8.8387E-30     7.1639E-11     -1.7580506069723341E+00      1.0485075372073365E+00      1.4969599992079083E+00      0.0000000000000000E+00      4.5539494073626896E-01      6.7484380165547320E-01     -5.6018575750097166E-01      1.3881934866077104E+00     -1.2335166670655946E+00      1.3497450220581164E-01     -7.4542116234594824E-01     -1.1046298632041016E+00      5.8676864713324783E-01     -1.0933819273789909E+00
    7    1     3.3016E-27     7.0854E-11      1.3215090971930517E+00      1.2587554484744048E+00      1.6854858544232973E+00      0.0000000000000000E+00      2.2317559902063458E-01      1.3082820528088648E+00     -1.1528248440762772E+00      6.5757444956026678E-01     -1.0694034933163554E+00     -1.3027811535302025E+00     -3.0702870508050600E-01     -5.5087342542659234E-01      6.2059558887317856E-01     -1.1220192355378220E-01
    7    2     3.3012E-27     1.0281E-10      2.4898603057963173E+00      1.6741101083391535E-02      1.6854858543120694E+00      0.0000000000000000E+00      2.2317559914675306E-01      1.3082820528314669E+00     -1.1528248440208151E+00      6.5757444963828993E-01     -1.0694034933607481E+00     -1.3027811535196210E+00     -3.0702870513787156E-01     -5.5087342543142737E-01      6.2059558878774912E-01     -1.1220192353595250E-01
    7    3     3.3016E-27     5.2518E-11      7.1945672192910382E-01     -1.5213788241905268E+00      1.6854858544185285E+00      0.0000000000000000E+00      2.2317559915829679E-01      1.3082820528389092E+00     -1.1528248440245719E+00      6.5757444965842604E-01     -1.0694034933795500E+00     -1.3027811534700169E+00     -3.0702870511970187E-01     -5.5087342538215256E-01      6.2059558885117538E-01     -1.1220192350859810E-01
    7    4     3.3010E-27     5.3991E-11      1.5220943211593829E-01     -3.2186537399952758E-01      1.6854858544510447E+00      0.0000000000000000E+00      2.2317559914887947E-01      1.3082820528158516E+00     -1.1528248440015438E+00      6.5757444964972678E-01     -1.0694034933986565E+00     -1.3027811534964009E+00     -3.0702870516202768E-01     -5.5087342544042917E-01      6.2059558892320599E-01     -1.1220192351213187E-01
    7    5     3.3021E-27     8.1219E-11     -1.5927011744973167E+00     -1.9138933031048169E+00      1.6854858544449403E+00      0.0000000000000000E+00      2.2317559913576748E-01      1.3082820528293213E+00     -1.1528248440294437E+00      6.5757444963116018E-01     -1.0694034932764442E+00     -1.3027811534169196E+00     -3.0702870504327978E-01     -5.5087342535886386E-01      6.2059558890385280E-01     -1.1220192350887845E-01
    7    6     3.3022E-27     7.1514E-11     -1.8114120104487517E+00     -2.2279609836037600E-01      1.6854858544249529E+00      0.0000000000000000E+00      2.2317559919941926E-01      1.3082820528281185E+00     -1.1528248439479600E+00      6.5757444968624068E-01     -1.0694034933153047E+00     -1.3027811535289229E+00     -3.0702870507029278E-01     -5.5087342544368179E-01      6.2059558886644939E-01     -1.1220192353504499E-01
    7    7     3.3015E-27     1.0338E-10      4.0495856455867218E-01      6.1828433796557014E-01      1.6854858544294284E+00      0.0000000000000000E+00      2.2317559899530001E-01      1.3082820529421315E+00     -1.1528248440902913E+00      6.5757444950257360E-01     -1.0694034932227983E+00     -1.3027811536010219E+00     -3.0702870505035207E-01     -5.5087342543789597E-01      6.2059558887434008E-01     -1.1220192348318574E-01
    7    8     3.3025E-27     1.1200E-10     -8.1975029717667769E-01      1.7334617984719858E+00      1.6854858544272733E+00      0.0000000000000000E+00      2.2317559916416213E-01      1.3082820528006429E+00     -1.1528248440538393E+00      6.5757444953297362E-01     -1.0694034932758880E+00     -1.3027811535664229E+00     -3.0702870507271929E-01     -5.5087342543175166E-01      6.2059558886910871E-01     -1.1220192352435869E-01
    7    9     3.3014E-27     1.8317E-10      3.7469322403623651E-01      2.1748394529929094E+00      1.6854858544288283E+00      0.0000000000000000E+00      2.2317559905344012E-01      1.3082820527408268E+00     -1.1528248440918396E+00      6.5757444954068234E-01     -1.0694034932582754E+00     -1.3027811535758480E+00     -3.0702870506553892E-01     -5.5087342543332785E-01      6.2059558887203892E-01     -1.1220192350538720E-01
    7   10     3.3014E-27     6.4343E-11     -2.4769702382536493E-01      5.2378551110425464E-01      1.6854858544263320E+00      0.0000000000000000E+00      2.2317559914472720E-01      1.3082820528683290E+00     -1.1528248440982947E+00      6.5757444958310585E-01     -1.0694034932664362E+00     -1.3027811535729632E+00     -3.0702870507755731E-01     -5.5087342543069151E-01      6.2059558887212163E-01     -1.1220192351572866E-01
    7   11     3.3022E-27     6.6358E-11      1.1476488116509491E+00     -4.9979321727959554E-02      1.6854858544636331E+00      0.0000000000000000E+00      2.2317559917138033E-01      1.3082820528242731E+00     -1.1528248440072928E+00      6.5757444965523770E-01     -1.0694034933733010E+00     -1.3027811535147873E+00     -3.0702870515325209E-01     -5.5087342543432527E-01      6.2059558876019016E-01     -1.1220192354097003E-01
    7   12     3.3011E-27     5.1792E-11     -6.8952671829107770E-01     -9.1877561585386902E-01      1.6854858544491687E+00      0.0000000000000000E+00      2.2317559912400001E-01      1.3082820528279315E+00     -1.1528248440345268E+00      6.5757444961629430E-01     -1.0694034933824783E+00     -1.3027811535259675E+00     -3.0702870502608959E-01     -5.5087342533841988E-01      6.2059558891500122E-01     -1.1220192350353082E-01
    7   13     3.3011E-27     6.4231E-11     -7.3483457803493413E-01      7.9278651062537869E-02      1.6854858544203322E+00      0.0000000000000000E+00      2.2317559916189653E-01      1.3082820528178707E+00     -1.1528248440806361E+00      6.5757444971018375E-01     -1.0694034932285696E+00     -1.3027811536080527E+00     -3.0702870508727625E-01     -5.5087342542114559E-01      6.2059558886385957E-01     -1.1220192352235375E-01
    7   14     3.3016E-27     5.9906E-11     -4.4821535232182391E-01      9.4780592753520487E-01      1.6854858544216660E+00      0.0000000000000000E+00      2.2317559922609218E-01      1.3082820528467494E+00     -1.1528248441105660E+00      6.5757444954627331E-01     -1.0694034933083960E+00     -1.3027811535324834E+00     -3.0702870507370622E-01     -5.5087342543074946E-01      6.2059558886585431E-01     -1.1220192354014036E-01
    7   15     3.3025E-27     7.0265E-11     -1.9187571854076650E+00      1.0902717651543414E+00      1.6854858544233839E+00      0.0000000000000000E+00      2.2317559916710561E-01      1.3082820528375003E+00     -1.1528248439449982E+00      6.5757444956720179E-01     -1.0694034932617300E+00     -1.3027811535800562E+00     -3.0702870508283836E-01     -5.5087342542554851E-01      6.2059558886707566E-01     -1.1220192352369443E-01
    8    1     1.4662E-27     4.9118E-11      4.5573341489403496E-01      6.4686233276999308E-02      1.8287068121697183E+00      0.0000000000000000E+00      8.8837057983692713E-01      2.4040990605729964E-02      2.4879659596336659E-02      1.1534376030984117E-01     -7.9946993068250760E-01      3.8810834350122836E-01     -1.6661053316628931E+00      7.5383129990617370E-01     -2.7638178933263935E-01     -1.2813243943291430E+00
    8    2     1.4659E-27     1.5056E-10      2.5763104677184137E+00     -6.1544495003388695E-03      1.8287068120489514E+00      0.0000000000000000E+00      8.8837057972557443E-01      2.4040990607917107E-02      2.4879659619892646E-02      1.1534376030512997E-01     -7.9946993067015926E-01      3.8810834350423168E-01     -1.6661053316539722E+00      7.5383129991776332E-01     -2.7638178935740304E-01     -1.2813243943341279E+00
    8    3     1.4665E-27     6.0638E-11     -1.3792048710848119E+00     -8.7738025978378786E-01      1.8287068121536270E+00      0.0000000000000000E+00      8.8837057979531975E-01      2.4040990610026420E-02      2.4879659670982462E-02      1.1534376031672693E-01     -7.9946993062770877E-01      3.8810834353283330E-01     -1.6661053316154677E+00      7.5383129997243437E-01     -2.7638178926831730E-01     -1.2813243943439843E+00
    8    4     1.4652E-27     6.8613E-11      8.9489680708857211E-01     -1.3679042003526733E+00      1.8287068121529122E+00      0.0000000000000000E+00      8.8837057979469447E-01      2.4040990616155538E-02      2.4879659674639287E-02      1.1534376031593811E-01     -7.9946993063080496E-01      3.8810834352750684E-01     -1.6661053316161190E+00      7.5383129997272902E-01     -2.7638178949429687E-01     -1.2813243942952404E+00
    8    5     1.4660E-27     1.7507E-10      3.2611988054163193E-01      1.5119134998336432E+00      1.8287068121519503E+00      0.0000000000000000E+00      8.8837057979117817E-01      2.4040990601179243E-02      2.4879659660716414E-02      1.1534376027947467E-01     -7.9946993065732763E-01      3.8810834346284417E-01     -1.6661053316663523E+00      7.5383129985763619E-01     -2.7638178934226154E-01     -1.2813243943520267E+00
    8    6     1.4664E-27     7.1750E-11     -4.5219360414536558E-01     -2.0963996839675025E+00      1.8287068121515959E+00      0.0000000000000000E+00      8.8837057979642875E-01      2.4040990605327037E-02      2.4879659670731660E-02      1.1534376030013321E-01     -7.9946993062465388E-01      3.8810834354242479E-01     -1.6661053315965961E+00      7.5383130001095122E-01     -2.7638178938177205E-01     -1.2813243942488977E+00
    8    7     1.4662E-27     6.7942E-11     -2.3497719778453732E+00      1.0564019857592575E+00      1.8287068121654564E+00      0.0000000000000000E+00      8.8837057982071677E-01      2.4040990604506044E-02      2.4879659712263011E-02      1.1534376028520568E-01     -7.9946993058207050E-01      3.8810834346811979E-01     -1.6661053315478265E+00      7.5383129986973740E-01     -2.7638178936304725E-01     -1.2813243943329105E+00
    8    8     1.4669E-27     4.0100E-11     -1.2266499054370403E+00      5.6720405018976505E-01      1.8287068121645125E+00      0.0000000000000000E+00      8.8837057982348044E-01      2.4040990604081065E-02      2.4879659719565229E-02      1.1534376028245727E-01     -7.9946993056651394E-01      3.8810834346036283E-01     -1.6661053316788101E+00      7.5383129992487297E-01     -2.7638178936905355E-01     -1.2813243943281958E+00
    8    9     1.4661E-27     3.4447E-11     -3.8854635436864976E-01      2.4679745693029331E-01      1.8287068121688066E+00      0.0000000000000000E+00      8.8837057983054224E-01      2.4040990603595425E-02      2.4879659734768727E-02      1.1534376027998126E-01     -7.9946993068744510E-01      3.8810834350580509E-01     -1.6661053316637238E+00      7.5383129990654962E-01     -2.7638178937357932E-01     -1.2813243943203123E+00
    8   10     1.4659E-27     6.1557E-11     -1.3627978938224122E-01     -6.3180218552961698E-01      1.8287068121488124E+00      0.0000000000000000E+00      8.8837057979529166E-01      2.4040990604331354E-02      2.4879659669350098E-02      1.1534376029018825E-01     -7.9946993061911831E-01      3.8810834355116330E-01     -1.6661053315845231E+00      7.5383130003088206E-01     -2.7638178942566988E-01     -1.2813243944130863E+00
    8   11     1.4660E-27     6.2068E-11      1.3513943829121768E+00      1.1119660771832192E-02      1.8287068121910168E+00      0.0000000000000000E+00      8.8837057970815425E-01      2.4040990609089735E-02      2.4879659611869692E-02      1.1534376030568720E-01     -7.9946993067365046E-01      3.8810834350333934E-01     -1.6661053316546626E+00      7.5383129991394726E-01     -2.7638178934735214E-01     -1.2813243943328769E+00
    9    1     2.8384E-23     9.0701E-11     -3.4741710306265477E-12     -1.4138416560380500E+00      3.5344942195906359E-01      0.0000000000000000E+00      1.0855378615994120E+00      0.0000000000000000E+00      1.9226754944560434E+00      0.0000000000000000E+00     -3.5344942198247892E-01      4.5447822828267254E-17     -1.0855378616217557E+00      1.3958243907723587E-16     -1.9226754944760105E+00      2.4694996035092020E-16
    9    2     3.6956E-32     4.6495E-11      7.1720339912540632E-01     -1.1974731174667699E-17      3.5344942189745326E-01      0.0000000000000000E+00      1.0855378616342100E+00      0.0000000000000000E+00      1.9226754944667219E+00      0.0000000000000000E+00     -3.5344942201878121E-01      4.1186627145397231E-17     -1.0855378616402611E+00      1.2628887345083247E-16     -1.9226754944784965E+00      2.2367945955286222E-16
    9    3     3.4216E-32     5.9101E-11     -2.6084243673367054E+00     -3.1924611563265986E-16      3.5344942198855595E-01      0.0000000000000000E+00      1.0855378616157241E+00      0.0000000000000000E+00      1.9226754944603985E+00      0.0000000000000000E+00     -3.5344942193725792E-01      4.1161595999048045E-17     -1.0855378615571558E+00      1.2628887345083247E-16     -1.9226754943768558E+00      2.2367945955286222E-16
    9    4     1.2619E-24     8.9953E-11      2.6084243673162009E+00      6.6359380604885227E-12      3.5344942191323381E-01      0.0000000000000000E+00      1.0855378615342381E+00      0.0000000000000000E+00      1.9226754943563644E+00      0.0000000000000000E+00     -3.5344942201258006E-01      4.1203466889291523E-17     -1.0855378616386417E+00      1.2628887345083247E-16     -1.9226754944808899E+00      2.2367946383117232E-16
    9    5     2.8487E-23     2.5148E-11     -5.3115622997683355E-12      1.4138416560360496E+00      3.5344942195913220E-01      0.0000000000000000E+00      1.0855378615994768E+00      0.0000000000000000E+00      1.9226754944561024E+00      0.0000000000000000E+00     -3.5344942198241031E-01      4.1119458749384697E-17     -1.0855378616216911E+00      1.2628887345083247E-16     -1.9226754944759514E+00      2.2395416309166181E-16
    9    6     1.1161E-32     6.1996E-11      1.4963727047315045E+00      7.1045942589247565E-19      3.5344942190751771E-01      0.0000000000000000E+00      1.0855378615204601E+00      0.0000000000000000E+00      1.9226754944864133E+00      0.0000000000000000E+00     -3.5344942201497376E-01      4.1782319135871521E-17     -1.0855378616384286E+00      1.2628887345083247E-16     -1.9226754944780595E+00      2.2368525757575092E-16
    9    7     3.4907E-26     3.4563E-11     -1.4963727047558493E+00     -9.7348380389389995E-14      3.5344942199094953E-01      0.0000000000000000E+00      1.0855378616155109E+00      0.0000000000000000E+00      1.9226754944575679E+00      0.0000000000000000E+00     -3.5344942193154194E-01      4.1203289592736576E-17     -1.0855378615433777E+00      1.2628887345083247E-16     -1.9226754945069049E+00      2.2367945955286222E-16
    9    8     5.4182E-32     2.8966E-11     -7.1720339915149889E-01      8.5104381255829859E-17      3.5344942199475698E-01      0.0000000000000000E+00      1.0855378616173432E+00      0.0000000000000000E+00      1.9226754944580049E+00      0.0000000000000000E+00     -3.5344942192147744E-01      4.1781219395944214E-17     -1.0855378616571276E+00      1.2628887345083247E-16     -1.9226754944872133E+00      2.2367953979098110E-16
    9    9     2.4283E-22     2.5469E-11      1.0463366038657588E-11     -1.2065218404094953E-15      3.5344942202689239E-01      0.0000000000000000E+00      1.0855378616427775E+00      0.0000000000000000E+00      1.9226754944809072E+00      0.0000000000000000E+00     -3.5344942200720270E-01      4.2342162716368171E-17     -1.0855378616233307E+00      1.2937155373500061E-16     -1.9226754944607427E+00      2.3012383388883580E-16

*** Moment of inertia and center of mass for the analytic-continuation method ***
K = solution counter of the N-body problem
L = solution counter of the restricted (N+1)-body problem 
FCT = residual of the the relative equilibrium equations at the solution
FINERT  = residual of the normalization equation for the moment of inertia I = 1
(XMC,YCM) = X and Y coordinates of the center of mass

    K    L        FCT           FINERT          XCM            YCM
    1    1     3.3220E-23     1.8960E-26    -1.0500E-11     5.0324E-12
    1    2     7.7817E-24     1.9004E-26    -5.8763E-12     1.6731E-12
    1    3     7.3506E-24     1.8917E-26     1.6641E-13    -6.6439E-12
    1    4     9.4381E-26     1.8917E-26    -1.8344E-12    -1.2635E-12
    1    5     9.0362E-24     1.8960E-26     3.9009E-12    -1.4312E-12
    1    6     3.6344E-23     1.8960E-26     1.9325E-12     9.0719E-12
    1    7     3.2945E-27     1.9004E-26    -1.8344E-12    -1.7439E-12
    1    8     3.2333E-23     1.8960E-26     1.9324E-12    -1.2079E-11
    1    9     6.1777E-26     1.8917E-26    -1.3775E-12    -1.8923E-12
    1   10     4.5784E-23     1.8960E-26     9.6162E-12    -8.5143E-12
    1   11     3.0741E-23     1.8960E-26    -1.0500E-11    -8.0399E-12
    1   12     2.1350E-25     1.8917E-26    -1.0952E-12    -6.3967E-13
    1   13     9.2999E-24     1.8960E-26     1.6630E-13     3.6364E-12
    1   14     2.0917E-25     1.8960E-26    -1.3775E-12    -1.1151E-12
    1   15     6.5769E-24     1.8960E-26    -5.8763E-12    -4.6806E-12
    2    1     1.0409E-23     6.2872E-26    -2.0571E-12     1.6048E-11
    2    2     3.3685E-23     6.2872E-26    -2.0572E-12     3.0512E-11
    2    3     6.3461E-24     6.2794E-26    -2.0572E-12     1.2079E-11
    2    4     2.6657E-23     6.2872E-26    -2.0571E-12    -3.1030E-11
    2    5     2.1342E-26     6.2794E-26    -1.8035E-12    -1.6090E-12
    2    6     1.8049E-23     6.2872E-26    -2.0572E-12     2.1783E-11
    2    7     4.0974E-23     6.2872E-26    -2.0572E-12    -3.7977E-11
    2    8     3.9757E-24     6.2872E-26    -2.0573E-12     9.1320E-12
    2    9     4.0262E-26     6.2872E-26    -2.0572E-12    -1.8890E-12
    2   10     3.2650E-23     6.2872E-26    -2.0572E-12    -3.4122E-11
    2   11     1.7293E-23     6.2794E-26    -2.0572E-12    -2.5393E-11
    2   12     1.2561E-23     6.2872E-26    -2.0572E-12    -2.1945E-11
    2   13     1.1149E-27     6.2794E-26    -2.0572E-12    -1.8698E-12
    2   14     9.8378E-24     6.2794E-26    -2.0572E-12    -1.9658E-11
    2   15     1.3206E-23     6.2872E-26    -2.0572E-12     1.8335E-11
    2   16     5.9015E-24     6.2794E-26    -2.0572E-12    -1.5689E-11
    2   17     4.2132E-23     6.2872E-26    -2.0572E-12     3.4367E-11
    2   18     3.6257E-24     6.2951E-26    -2.0572E-12    -1.2742E-11
    2   19     2.7593E-23     6.2794E-26    -2.0572E-12     2.7420E-11
    3    1     3.0139E-23     6.5016E-26    -1.0830E-12     2.9308E-11
    3    2     4.2587E-23     6.5016E-26     5.0848E-12     2.2475E-11
    3    3     2.5971E-26     6.5096E-26    -3.4375E-12    -8.9817E-13
    3    4     2.7803E-23     6.5177E-26    -1.1508E-12    -3.1071E-11
    3    5     4.3568E-23     6.5096E-26    -1.2292E-11    -2.4291E-11
    3    6     4.4093E-23     6.5096E-26    -1.2295E-11     2.2483E-11
