    5    9     2.8928E-19     5.7449E-09      1.9269131318243650E-12      1.1416536835924920E+00      1.2909944432259779E+00      0.0000000000000000E+00      6.4549723277728766E-01      1.1180339903017142E+00     -6.4549723276863269E-01      1.1180339902811547E+00     -1.2909944432533975E+00      1.2604723030519623E-12     -6.4549722320994329E-01     -1.1180339864442346E+00      6.4549722321636127E-01     -1.1180339864659985E+00
    5   10     2.8846E-19     5.7403E-09      1.1307690886021820E-11     -1.1416536835922380E+00      1.2909944432003149E+00      0.0000000000000000E+00      6.4549722323005354E-01      1.1180339864875275E+00     -6.4549722319571656E-01      1.1180339864226956E+00     -1.2909944432790601E+00      1.3931535981100636E-12     -6.4549723275717896E-01     -1.1180339902582368E+00      6.4549723278927551E-01     -1.1180339903246415E+00
    5   11     4.0564E-19     7.5190E-09      9.8870108820682345E-01     -5.7082684686373941E-01      1.2909944522202219E+00      0.0000000000000000E+00      6.4549722149273048E-01      1.1180339812531370E+00     -6.4549722328463988E-01      1.1180339859750061E+00     -1.2909944482242184E+00      1.3931535981100636E-12     -6.4549722751205640E-01     -1.1180339833986170E+00      6.4549721540858940E-01     -1.1180340007555944E+00
    5   12     3.0002E-24     2.1642E-07     -2.2170013867160208E+00      5.9445698416403286E-11      1.2909942102734338E+00      0.0000000000000000E+00      6.4549734129007430E-01      1.1180341891938648E+00     -6.4549710828709750E-01      1.1180337959033355E+00     -1.2909946541648307E+00      1.2604723030519623E-12     -6.4549710826503992E-01     -1.1180337958785227E+00      6.4549734131111169E-01     -1.1180341892171475E+00
    5   13     1.4525E-25     2.1642E-07      2.2170013867107157E+00      1.5445350675627218E-12      1.2909946541612689E+00      0.0000000000000000E+00      6.4549710827215234E-01      1.1180337958911570E+00     -6.4549734130425496E-01      1.1180341892052355E+00     -1.2909942102769956E+00      1.2604723030519623E-12     -6.4549734130573133E-01     -1.1180341892047829E+00      6.4549710827118489E-01     -1.1180337958916948E+00
    5   14     1.6041E-19     5.6656E-09     -1.5947123142576900E-11     -2.0555669974640005E+00      1.2909944518554237E+00      0.0000000000000000E+00      6.4549722267814280E-01      1.1180339845794791E+00     -6.4549722267577514E-01      1.1180339845700420E+00     -1.2909944518701226E+00      1.3931535981100636E-12     -6.4549722337536486E-01     -1.1180339814108171E+00      6.4549722337533455E-01     -1.1180339814216655E+00
    5   15     1.6103E-19     5.6667E-09      1.7441352628767073E-13      2.0555669974617206E+00      1.2909944518616223E+00      0.0000000000000000E+00      6.4549722337311310E-01      1.1180339814156237E+00     -6.4549722337705195E-01      1.1180339814168487E+00     -1.2909944518639247E+00      1.2604723030519623E-12     -6.4549722268028664E-01     -1.1180339845747469E+00      6.4549722267416554E-01     -1.1180339845747838E+00
    5   16     4.0662E-19     7.5180E-09      9.8870108820865776E-01      5.7082684686125185E-01      1.2909944522202166E+00      0.0000000000000000E+00      6.4549721540947380E-01      1.1180340007549305E+00     -6.4549722751063754E-01      1.1180339833992707E+00     -1.2909944482242237E+00      1.2604723030519623E-12     -6.4549722328605352E-01     -1.1180339859743431E+00      6.4549722149185140E-01     -1.1180339812538100E+00
    5   17     9.7172E-20     6.6761E-09     -1.7801732365482510E+00      1.0277835011970873E+00      1.2909944458031983E+00      0.0000000000000000E+00      6.4549722981938484E-01      1.1180339905843726E+00     -6.4549721479843725E-01      1.1180339859742767E+00     -1.2909944403597615E+00      1.2604723030519623E-12     -6.4549722501530848E-01     -1.1180339906156451E+00      6.4549722234029427E-01     -1.1180339851629817E+00
    5   18     9.6692E-20     6.6811E-09      1.7801732365422700E+00     -1.0277835011994010E+00      1.2909944403563405E+00      0.0000000000000000E+00      6.4549722501062823E-01      1.1180339906159820E+00     -6.4549722234444029E-01      1.1180339851626349E+00     -1.2909944458066198E+00      1.3931535981100636E-12     -6.4549722982417990E-01     -1.1180339905839694E+00      6.4549721479417665E-01     -1.1180339859746902E+00
    5   19     1.0912E-19     2.1652E-07     -1.1085006891517586E+00      1.9199795247896034E+00      1.2909946808008326E+00      0.0000000000000000E+00      6.4549711639749929E-01      1.1180337926542319E+00     -6.4549732542912486E-01      1.1180341690643192E+00     -1.2909942236700516E+00      1.2604723030519623E-12     -6.4549734115662338E-01     -1.1180341878363369E+00      6.4549710413011174E-01     -1.1180337813634322E+00
    6    1     8.9071E-30     6.8408E-09      9.6422463983608497E-01      3.3694193533139416E-01      1.4969600040631865E+00      0.0000000000000000E+00      4.5539492679298910E-01      6.7484379872998235E-01     -5.6018576247586904E-01      1.3881934865747745E+00     -1.2335166669573261E+00      1.3497449848092669E-01     -7.4542115878180903E-01     -1.1046298634760150E+00      5.8676864770568760E-01     -1.0933819236883346E+00
    6    2     8.9173E-30     8.6730E-09      2.3626198351436836E+00     -3.0864777582085903E-02      1.4969599848726765E+00      0.0000000000000000E+00      4.5539493296450112E-01      6.7484379781312842E-01     -5.6018575596610909E-01      1.3881934881540399E+00     -1.2335166668275173E+00      1.3497450453776952E-01     -7.4542116315775875E-01     -1.1046298582862184E+00      5.8676864447711474E-01     -1.0933819319193183E+00
    6    3     8.8375E-30     5.6791E-09     -1.8752234225101623E+00     -7.7440039823294515E-01      1.4969599970869949E+00      0.0000000000000000E+00      4.5539494218024290E-01      6.7484380260911192E-01     -5.6018575476398036E-01      1.3881934867994334E+00     -1.2335166586463631E+00      1.3497450536515007E-01     -7.4542115624699745E-01     -1.1046298611885339E+00      5.8676864913144322E-01     -1.0933819258504041E+00
    6    4     8.8373E-30     1.0304E-08     -1.1690144842446736E-01     -1.7323472429074652E-01      1.4969599994273208E+00      0.0000000000000000E+00      4.5539493655084123E-01      6.7484378800007527E-01     -5.6018574334788340E-01      1.3881934925792898E+00     -1.2335166720484871E+00      1.3497451204830743E-01     -7.4542116620527554E-01     -1.1046298565939754E+00      5.8676864678160412E-01     -1.0933819343105962E+00
    6    5     8.8681E-30     1.1682E-08      1.0713553198874310E+00     -1.8951422096039858E+00      1.4969600009444513E+00      0.0000000000000000E+00      4.5539493910495532E-01      6.7484379511558257E-01     -5.6018574905547125E-01      1.3881934896968149E+00     -1.2335166640236592E+00      1.3497450895175431E-01     -7.4542117194676905E-01     -1.1046298621824684E+00      5.8676863425204495E-01     -1.0933819126395075E+00
    6    6     8.9139E-30     1.2757E-08      1.0761948158850381E+00      1.5947990350624583E+00      1.4969599935702418E+00      0.0000000000000000E+00      4.5539494104077222E-01      6.7484381250175796E-01     -5.6018577520307322E-01      1.3881934734085928E+00     -1.2335166644638917E+00      1.3497448891037828E-01     -7.4542115501987094E-01     -1.1046298692334660E+00      5.8676864930297923E-01     -1.0933819215444995E+00
    6    7     8.9092E-30     8.9849E-09      1.0357938117804026E+00     -5.5870499547772823E-01      1.4969599975920007E+00      0.0000000000000000E+00      4.5539494819100790E-01      6.7484381279680206E-01     -5.6018576069486714E-01      1.3881934804869069E+00     -1.2335166614755773E+00      1.3497450377099252E-01     -7.4542116855390628E-01     -1.1046298584996690E+00      5.8676863457250961E-01     -1.0933819329772290E+00
    6    8     8.8907E-30     8.5382E-09     -9.1275135048466272E-01      2.1794059034759901E+00      1.4969600000455385E+00      0.0000000000000000E+00      4.5539494097131428E-01      6.7484379241000791E-01     -5.6018575028818740E-01      1.3881934740836115E+00     -1.2335166701729599E+00      1.3497449979941742E-01     -7.4542115905835649E-01     -1.1046298610525576E+00      5.8676864761926983E-01     -1.0933819270437848E+00
    6    9     8.9626E-30     7.1758E-09     -1.7580506027866811E+00      1.0485075260688181E+00      1.4969599983540263E+00      0.0000000000000000E+00      4.5539494154506560E-01      6.7484379944984219E-01     -5.6018575244486035E-01      1.3881934853811255E+00     -1.2335166565515967E+00      1.3497449642934964E-01     -7.4542116047461604E-01     -1.1046298676822301E+00      5.8676864714159249E-01     -1.0933819240724090E+00
    6   10     8.8450E-30     1.1654E-08     -1.2538753290651281E+00     -1.8581014406583507E+00      1.4969599950107528E+00      0.0000000000000000E+00      4.5539494371912193E-01      6.7484380733998928E-01     -5.6018575832428952E-01      1.3881934817731627E+00     -1.2335166714478685E+00      1.3497450472060638E-01     -7.4542114928902836E-01     -1.1046298457951285E+00      5.8676865285917046E-01     -1.0933819294668623E+00
    6   11     8.8900E-30     6.7892E-09     -7.7055585214358485E-02     -1.1159428256524360E+00      1.4969599954043835E+00      0.0000000000000000E+00      4.5539494487872384E-01      6.7484380907773422E-01     -5.6018575894406475E-01      1.3881934830582290E+00     -1.2335166598628624E+00      1.3497450452439758E-01     -7.4542117303246747E-01     -1.1046298615962227E+00      5.8676865231594832E-01     -1.0933819239139568E+00
    6   12     8.9370E-30     9.3748E-09      1.6302147172146171E+00     -1.2379458509774155E+00      1.4969599961563933E+00      0.0000000000000000E+00      4.5539494028240979E-01      6.7484380030190194E-01     -5.6018575326724906E-01      1.3881934874190824E+00     -1.2335166636924171E+00      1.3497450704241865E-01     -7.4542117041962275E-01     -1.1046298609711871E+00      5.8676863462744433E-01     -1.0933819214220040E+00
    6   13     8.7814E-30     7.3958E-09     -1.0060249573399476E+00     -4.8906005617697856E-01      1.4969599964343778E+00      0.0000000000000000E+00      4.5539494485435500E-01      6.7484380909417863E-01     -5.6018575855862462E-01      1.3881934821030726E+00     -1.2335166661036074E+00      1.3497450621750262E-01     -7.4542115498762296E-01     -1.1046298737731601E+00      5.8676864841047749E-01     -1.0933819187602396E+00
    6   14     8.8605E-30     1.1020E-08     -2.1583623224341539E+00      2.8432077162101943E-01      1.4969599988901499E+00      0.0000000000000000E+00      4.5539493932120295E-01      6.7484379496965552E-01     -5.6018574982422309E-01      1.3881934916018541E+00     -1.2335166478377215E+00      1.3497450328853278E-01     -7.4542116453749596E-01     -1.1046298671823593E+00      5.8676864556081665E-01     -1.0933819255301374E+00
    6   15     8.8288E-30     6.2157E-09     -4.8367568296099790E-02      1.0202546751630523E+00      1.4969600010170734E+00      0.0000000000000000E+00      4.5539494114317075E-01      6.7484378904625930E-01     -5.6018576361577166E-01      1.3881934893995624E+00     -1.2335166643458040E+00      1.3497450041220205E-01     -7.4542116061789543E-01     -1.1046298622369957E+00      5.8676864689200781E-01     -1.0933819268328213E+00
    6   16     8.8979E-30     5.9093E-09     -1.6395989700681849E-02     -2.0287656426095517E+00      1.4969599983395003E+00      0.0000000000000000E+00      4.5539494224418914E-01      6.7484380256595988E-01     -5.6018575429527317E-01      1.3881934856379328E+00     -1.2335166662319155E+00      1.3497450688754559E-01     -7.4542116478446541E-01     -1.1046298554273195E+00      5.8676864488103042E-01     -1.0933819193857091E+00
    6   17     8.7575E-30     1.1401E-08     -9.0572064811886865E-01      7.5145871481288795E-01      1.4969599947050611E+00      0.0000000000000000E+00      4.5539494589798080E-01      6.7484381434417184E-01     -5.6018576177520507E-01      1.3881934831640865E+00     -1.2335166681016394E+00      1.3497448424089956E-01     -7.4542115188388969E-01     -1.1046298697488517E+00      5.8676865020400415E-01     -1.0933819195241401E+00
    7    1     3.3024E-27     7.1210E-09     -1.9187571750522878E+00      1.0902717608556300E+00      1.6854858520504137E+00      0.0000000000000000E+00      2.2317560211374773E-01      1.3082820517148310E+00     -1.1528248333930176E+00      6.5757444397226450E-01     -1.0694034861872777E+00     -1.3027811570144967E+00     -3.0702870387608328E-01     -5.5087342586127186E-01      6.2059558845591167E-01     -1.1220192372961453E-01
    7    2     3.3021E-27     5.0640E-09      7.1945671613154993E-01     -1.5213788216007254E+00      1.6854858515648812E+00      0.0000000000000000E+00      2.2317560123285421E-01      1.3082820518557274E+00     -1.1528248413503677E+00      6.5757445309469142E-01     -1.0694034979692604E+00     -1.3027811460105641E+00     -3.0702870756242973E-01     -5.5087342152166374E-01      6.2059558686587779E-01     -1.1220192221997283E-01
    7    3     3.3013E-27     8.4022E-09     -1.5927011707915850E+00     -1.9138932892391511E+00      1.6854858542060547E+00      0.0000000000000000E+00      2.2317559897993544E-01      1.3082820508969206E+00     -1.1528248418375491E+00      6.5757445036810569E-01     -1.0694034876587095E+00     -1.3027811407008441E+00     -3.0702869992022269E-01     -5.5087341919279931E-01      6.2059559213362603E-01     -1.1220192224801959E-01
    7    4     3.3019E-27     7.0135E-09     -1.8114120023974378E+00     -2.2279609040142953E-01      1.6854858522073322E+00      0.0000000000000000E+00      2.2317560534510089E-01      1.3082820507766548E+00     -1.1528248336892095E+00      6.5757445587615115E-01     -1.0694034915447530E+00     -1.3027811519011605E+00     -3.0702870262151705E-01     -5.5087342767459024E-01      6.2059558839328921E-01     -1.1220192486466452E-01
    7    5     3.3011E-27     7.1534E-09      1.3215090856821281E+00      1.2587554475642373E+00      1.6854858520417568E+00      0.0000000000000000E+00      2.2317558746663541E-01      1.3082820488512739E+00     -1.1528248465209063E+00      6.5757444327876347E-01     -1.0694034916498065E+00     -1.3027811520291404E+00     -3.0702870364284363E-01     -5.5087342596564248E-01      6.2059558906619583E-01     -1.1220192673837916E-01
    7    6     3.3009E-27     8.3072E-09      2.4898602927647779E+00      1.6741101512517689E-02      1.6854858409189646E+00      0.0000000000000000E+00      2.2317560007848311E-01      1.3082820511114912E+00     -1.1528248409746944E+00      6.5757445108107782E-01     -1.0694034960890741E+00     -1.3027811509709810E+00     -3.0702870937940724E-01     -5.5087342644915482E-01      6.2059558052324792E-01     -1.1220192495541421E-01
    7    7     3.3003E-27     6.4383E-09     -7.3483457709858846E-01      7.9278656773560843E-02      1.6854858517452493E+00      0.0000000000000000E+00      2.2317560159282746E-01      1.3082820497518433E+00     -1.1528248469567985E+00      6.5757445827045891E-01     -1.0694034828712426E+00     -1.3027811598141525E+00     -3.0702870431986862E-01     -5.5087342542097195E-01      6.2059558813430138E-01     -1.1220192359553444E-01
    7    8     3.3011E-27     9.0958E-09      3.7469321092117447E-01      2.1748394439613952E+00      1.6854858525948646E+00      0.0000000000000000E+00      2.2317559074719731E-01      1.3082820420474732E+00     -1.1528248480771399E+00      6.5757444132031606E-01     -1.0694034858418355E+00     -1.3027811565936682E+00     -3.0702870214613481E-01     -5.5087342663919270E-01      6.2059558895223887E-01     -1.1220192189889287E-01
    7    9     3.3007E-27     5.4521E-09     -6.8952671743631366E-01     -9.1877561029980148E-01      1.6854858546289080E+00      0.0000000000000000E+00      2.2317559780317681E-01      1.3082820507579418E+00     -1.1528248423458567E+00      6.5757444888151784E-01     -1.0694034982621099E+00     -1.3027811516056282E+00     -3.0702869820119749E-01     -5.5087341714840199E-01      6.2059559324846891E-01     -1.1220192171324334E-01
    7   10     3.3000E-27     1.0494E-08      4.0495855516917745E-01      6.1828434373485608E-01      1.6854858526548828E+00      0.0000000000000000E+00      2.2317558493317727E-01      1.3082820621779474E+00     -1.1528248479223324E+00      6.5757443750944378E-01     -1.0694034822941003E+00     -1.3027811591110596E+00     -3.0702870062744808E-01     -5.5087342709600606E-01      6.2059558918235802E-01     -1.1220191967873903E-01
    7   11     3.3014E-27     6.1397E-09      1.1476488066676838E+00     -4.9979322262458666E-02      1.6854858560753423E+00      0.0000000000000000E+00      2.2317560254121915E-01      1.3082820503920936E+00     -1.1528248396224527E+00      6.5757445277586779E-01     -1.0694034973443793E+00     -1.3027811504876199E+00     -3.0702871091745410E-01     -5.5087342673894768E-01      6.2059557776735919E-01     -1.1220192545717053E-01
    7   12     3.3026E-27     6.0834E-09     -8.1975029613882799E-01      1.7334617886830699E+00      1.6854858524393732E+00      0.0000000000000000E+00      2.2317560181940155E-01      1.3082820480291064E+00     -1.1528248442771167E+00      6.5757444054945746E-01     -1.0694034876030833E+00     -1.3027811556511468E+00     -3.0702870286417439E-01     -5.5087342648156923E-01      6.2059558865922537E-01     -1.1220192379603583E-01
    7   13     3.3004E-27     4.1453E-09     -2.4769702654913286E-01      5.2378551411333418E-01      1.6854858523452250E+00      0.0000000000000000E+00      2.2317559987589497E-01      1.3082820547976965E+00     -1.1528248487226513E+00      6.5757444556266753E-01     -1.0694034866579030E+00     -1.3027811563052043E+00     -3.0702870334797805E-01     -5.5087342637555625E-01      6.2059558896050526E-01     -1.1220192293302862E-01
    7   14     3.3015E-27     6.0561E-09     -4.4821534942288971E-01      9.4780592061345159E-01      1.6854858518786295E+00      0.0000000000000000E+00      2.2317560801240177E-01      1.3082820526397456E+00     -1.1528248499497853E+00      6.5757444187942016E-01     -1.0694034908538754E+00     -1.3027811522572279E+00     -3.0702870296287005E-01     -5.5087342638136194E-01      6.2059558833377571E-01     -1.1220192537420466E-01
    7   15     3.3017E-27     5.1906E-09      1.5220943114499563E-01     -3.2186537394389081E-01      1.6854858548164935E+00      0.0000000000000000E+00      2.2317560029113398E-01      1.3082820495499621E+00     -1.1528248390475708E+00      6.5757445222476840E-01     -1.0694034998799342E+00     -1.3027811486489695E+00     -3.0702871179502117E-01     -5.5087342734932454E-01      6.2059559406892706E-01     -1.1220192257335260E-01
    8    1     1.4653E-27     4.3605E-09      3.2611987652984936E-01      1.5119134968844905E+00      1.8287068097809625E+00      0.0000000000000000E+00      8.8837057850901091E-01      2.4040990093332982E-02      2.4879659002741170E-02      1.1534375842297476E-01     -7.9946993135452171E-01      3.8810833906037634E-01     -1.6661053327226900E+00      7.5383129177119634E-01     -2.7638178650618639E-01     -1.2813243944667168E+00
    8    2     1.4659E-27     3.6721E-09     -3.8854635292777673E-01      2.4679745565981331E-01      1.8287068114666203E+00      0.0000000000000000E+00      8.8837058244542000E-01      2.4040990334954205E-02      2.4879666407973303E-02      1.1534375847364244E-01     -7.9946993436626124E-01      3.8810834335647160E-01     -1.6661053324598245E+00      7.5383129666253001E-01     -2.7638178963794935E-01     -1.2813243912952739E+00
    8    3     1.4657E-27     7.0839E-09      8.9489679619661999E-01     -1.3679041989807241E+00      1.8287068098771646E+00      0.0000000000000000E+00      8.8837057886064885E-01      2.4040991590967120E-02      2.4879660395032525E-02      1.1534376206932861E-01     -7.9946992870224842E-01      3.8810834552664680E-01     -1.6661053276993438E+00      7.5383130328047754E-01     -2.7638180170970605E-01     -1.2813243887880794E+00
    8    4     1.4655E-27     5.6556E-09     -1.3792048628163158E+00     -8.7738025953313414E-01      1.8287068099486397E+00      0.0000000000000000E+00      8.8837057892317506E-01      2.4040990978054521E-02      2.4879660029348011E-02      1.1534376214820678E-01     -7.9946992839262643E-01      3.8810834605928696E-01     -1.6661053276342241E+00      7.5383130325101400E-01     -2.7638177911174866E-01     -1.2813243936624608E+00
    8    5     1.4648E-27     7.7453E-09      2.5763104552212543E+00     -6.1544496079525939E-03      1.8287067994810766E+00      0.0000000000000000E+00      8.8837057194864621E-01      2.4040990767123526E-02      2.4879654920369903E-02      1.1534376098851175E-01     -7.9946993263767685E-01      3.8810834319912879E-01     -1.6661053314846717E+00      7.5383129778390168E-01     -2.7638178802033364E-01     -1.2813243926768223E+00
    8    6     1.4661E-27     7.7729E-09     -2.3497719675865345E+00      1.0564019781012164E+00      1.8287068111315870E+00      0.0000000000000000E+00      8.8837058146287973E-01      2.4040990426017435E-02      2.4879664157405019E-02      1.1534375899608240E-01     -7.9946992382880067E-01      3.8810833958793839E-01     -1.6661053208700793E+00      7.5383129298131690E-01     -2.7638178858475698E-01     -1.2813243925550761E+00
    8    7     1.4656E-27     6.7858E-09     -4.5219360729400132E-01     -2.0963996738905162E+00      1.8287068097455523E+00      0.0000000000000000E+00      8.8837057903407135E-01      2.4040990508116648E-02      2.4879660004264770E-02      1.1534376048883827E-01     -7.9946992808714146E-01      3.8810834701844366E-01     -1.6661053257470713E+00      7.5383130710269175E-01     -2.7638179045722455E-01     -1.2813243841537951E+00
    8    8     1.4667E-27     4.7950E-09     -1.2266499021153947E+00      5.6720404695066995E-01      1.8287068110371845E+00      0.0000000000000000E+00      8.8837058173923877E-01      2.4040990383516762E-02      2.4879664887614648E-02      1.1534375872124054E-01     -7.9946992227316216E-01      3.8810833881224366E-01     -1.6661053339684870E+00      7.5383129849487884E-01     -2.7638178918537459E-01     -1.2813243920836219E+00
    8    9     1.4657E-27     6.1084E-09     -1.3627979215538952E-01     -6.3180218903025342E-01      1.8287068094671928E+00      0.0000000000000000E+00      8.8837057892036930E-01      2.4040990408547354E-02      2.4879659866109224E-02      1.1534375949434096E-01     -7.9946992753358359E-01      3.8810834789229620E-01     -1.6661053245397623E+00      7.5383130909579743E-01     -2.7638179484701220E-01     -1.2813244005726616E+00
    8   10     1.4662E-27     3.9446E-09      4.5573341294140546E-01      6.4686233531787679E-02      1.8287068115577800E+00      0.0000000000000000E+00      8.8837058308390937E-01      2.4040990548404612E-02      2.4879652564757906E-02      1.1534376145962526E-01     -7.9946993387253273E-01      3.8810834289880164E-01     -1.6661053323767703E+00      7.5383129662495196E-01     -2.7638178554396348E-01     -1.2813243921783470E+00
    8   11     1.4668E-27     4.8841E-09      1.3513943785369951E+00      1.1119660850281729E-02      1.8287068136876308E+00      0.0000000000000000E+00      8.8837057020662669E-01      2.4040990884383724E-02      2.4879654118068785E-02      1.1534376104423258E-01     -7.9946993298680713E-01      3.8810834310989639E-01     -1.6661053315537080E+00      7.5383129740230936E-01     -2.7638178701523980E-01     -1.2813243925517199E+00
    9    1     6.3372E-24     4.4868E-09      1.4963727004670087E+00      1.3140291257169018E-12      3.5344941654281736E-01      0.0000000000000000E+00      1.0855378527374129E+00      0.0000000000000000E+00      1.9226754955613399E+00      0.0000000000000000E+00     -3.5344942491001496E-01      4.1203370832785401E-17     -1.0855378622654150E+00      1.2628887345083247E-16     -1.9226754926972998E+00      2.2367946688879650E-16
    9    2     8.2786E-32     7.3270E-09      2.6084243554971991E+00     -1.2270317145454485E-15      3.5344941711441369E-01      0.0000000000000000E+00      1.0855378541152232E+00      0.0000000000000000E+00      1.9226754825564418E+00      0.0000000000000000E+00     -3.5344942467066232E-01      4.1202943685376702E-17     -1.0855378622867400E+00      1.2628887345083247E-16     -1.9226754929803538E+00      2.2367998641231653E-16
    9    3     2.8178E-19     1.4130E-09     -6.6480286938527899E-12     -1.4138416540676493E+00      3.5344942166738108E-01      0.0000000000000000E+00      1.0855378606043153E+00      0.0000000000000000E+00      1.9226754924984968E+00      0.0000000000000000E+00     -3.5344942169055915E-01      4.1119458749384678E-17     -1.0855378606264352E+00      1.3958243907723587E-16     -1.9226754925182594E+00      2.4722466582158458E-16
    9    4     2.4335E-26     3.1128E-09      7.1720339705936442E-01      5.3480677858472649E-14      3.5344941553636583E-01      0.0000000000000000E+00      1.0855378641124078E+00      0.0000000000000000E+00      1.9226754935921919E+00      0.0000000000000000E+00     -3.5344942529076623E-01      4.1205682437265254E-17     -1.0855378624486620E+00      1.2628887345083247E-16     -1.9226754927410046E+00      2.2367945955286222E-16
    9    5     1.5181E-32     7.2951E-09     -2.6084243555177036E+00      3.0540958133514387E-16      3.5344942464663803E-01      0.0000000000000000E+00      1.0855378622638223E+00      0.0000000000000000E+00      1.9226754929598622E+00      0.0000000000000000E+00     -3.5344941713843792E-01      4.1780836328451904E-17     -1.0855378541381409E+00      1.2628887345083247E-16     -1.9226754825769334E+00      2.2367946852257926E-16
    9    6     1.4626E-22     2.5388E-09      1.0463467443372262E-11      2.3716203961997749E-17      3.5344942631700194E-01      0.0000000000000000E+00      1.0855378628726629E+00      0.0000000000000000E+00      1.9226754929987837E+00      0.0000000000000000E+00     -3.5344942629619658E-01      4.2342245232582373E-17     -1.0855378628521348E+00      1.2937287305522855E-16     -1.9226754929775816E+00      2.3012520637278278E-16
    9    7     2.8191E-19     1.3742E-09     -1.9474609685226036E-10      1.4138416540656493E+00      3.5344942167440263E-01      0.0000000000000000E+00      1.0855378606109356E+00      0.0000000000000000E+00      1.9226754925045439E+00      0.0000000000000000E+00     -3.5344942168353755E-01      4.5447822828267273E-17     -1.0855378606198149E+00      1.2628887345083247E-16     -1.9226754925122120E+00      2.2367945955286222E-16
    9    8     7.6304E-32     3.0914E-09     -7.1720339708545700E-01      6.4135173343155021E-17      3.5344942526674206E-01      0.0000000000000000E+00      1.0855378624257443E+00      0.0000000000000000E+00      1.9226754927205130E+00      0.0000000000000000E+00     -3.5344941556039006E-01      4.1119458749384678E-17     -1.0855378641353255E+00      1.2628887345083247E-16     -1.9226754936126833E+00      2.2369091665727175E-16
    9    9     6.3443E-22     4.4554E-09     -1.4963727004913534E+00     -1.3147451973628163E-11      3.5344942488599090E-01      0.0000000000000000E+00      1.0855378622424976E+00      0.0000000000000000E+00      1.9226754926768084E+00      0.0000000000000000E+00     -3.5344941656684142E-01      4.1204167267869936E-17     -1.0855378527603303E+00      1.2628887345083247E-16     -1.9226754955818313E+00      2.2367945955286222E-16

*** Moment of inertia and center of mass for the analytic-continuation method ***
K = solution counter of the N-body problem
L = solution counter of the restricted (N+1)-body problem 
FCT = residual of the the relative equilibrium equations at the solution
FINERT  = residual of the normalization equation for the moment of inertia I = 1
(XMC,YCM) = X and Y coordinates of the center of mass

    K    L        FCT           FINERT          XCM            YCM
    1    1     7.9280E-20     1.8917E-26    -4.3875E-10    -3.1918E-10
    1    2     3.3616E-19     1.8874E-26    -9.0112E-10     6.5211E-10
    1    3     7.9401E-20     1.8960E-26    -4.3875E-10     3.1618E-10
    1    4     4.4902E-22     1.8917E-26     1.1122E-11    -4.0363E-11
    1    5     3.3591E-19     1.8917E-26    -9.0112E-10    -6.5511E-10
    1    6     4.4317E-22     1.8960E-26    -3.4559E-11    -2.5520E-11
    1    7     7.9599E-20     1.8917E-26     5.3897E-10    -1.3329E-11
    1    8     4.6176E-22     1.8960E-26     3.9355E-11    -6.3963E-13
    1    9     4.5228E-22     1.8960E-26    -3.4559E-11     2.2513E-11
    1   10     3.3607E-19     1.8917E-26     3.4212E-10    -1.0591E-09
    1   11     4.6375E-22     1.8960E-26     1.1122E-11     3.7356E-11
    1   12     7.9553E-20     1.8960E-26     1.6551E-10     5.1251E-10
    1   13     7.9358E-20     1.8960E-26     1.6551E-10    -5.1552E-10
    1   14     3.3642E-19     1.8960E-26     1.1105E-09    -1.5466E-12
    1   15     3.3647E-19     1.8917E-26     3.4212E-10     1.0561E-09
    2    1     4.1682E-27     6.3267E-26    -2.0414E-12    -1.9375E-12
    2    2     6.1796E-20     6.2951E-26    -2.0572E-12    -1.3970E-09
    2    3     1.5224E-27     6.5578E-26    -2.0572E-12    -1.8370E-12
    2    4     2.7245E-19     6.2794E-26    -2.0571E-12    -2.9311E-09
    2    5     1.0202E-19     6.2872E-26    -2.0572E-12     1.7903E-09
    2    6     4.1702E-19     6.2951E-26    -2.0571E-12    -3.6258E-09
    2    7     3.5662E-25     6.5578E-26    -2.0572E-12    -1.5893E-12
    2    8     3.3300E-19     6.2872E-26    -2.0571E-12    -3.2403E-09
    2    9     4.1713E-19     6.2872E-26    -2.0571E-12     3.6222E-09
    2   10     1.2965E-19     6.2951E-26    -2.0572E-12    -2.0226E-09
    2   11     3.8478E-20     6.2794E-26    -2.0574E-12     1.0987E-09
    2   12     2.7254E-19     6.2794E-26    -2.0572E-12     2.9275E-09
    2   13     1.7775E-19     6.2794E-26    -2.0571E-12     2.3638E-09
    2   14     3.8443E-20     6.2794E-26    -2.0572E-12    -1.1023E-09
    2   15     1.0196E-19     6.2794E-26    -2.0572E-12    -1.7939E-09
    2   16     1.7767E-19     6.2794E-26    -2.0571E-12    -2.3674E-09
    2   17     1.2972E-19     6.2951E-26    -2.0572E-12     2.0190E-09
    2   18     3.3311E-19     6.2872E-26    -2.0572E-12     3.2367E-09
    2   19     6.1841E-20     6.2951E-26    -2.0572E-12     1.3934E-09
    3    1     4.2938E-19     6.5177E-26    -8.7114E-10    -2.3430E-09
    3    2     4.2916E-19     6.5337E-26     8.6392E-10    -2.3430E-09
    3    3     2.4273E-19     6.5177E-26    -1.6313E-11    -2.8786E-09
    3    4     3.9079E-23     6.5096E-26     1.3216E-11    -8.9165E-13
    3    5     4.2929E-19     6.5257E-26     8.6390E-10     2.3412E-09
    3    6     4.2944E-19     6.5177E-26    -8.7112E-10     2.3412E-09
